customer_id,plan_type,tenure_months,monthly_spend,monthly_usage_gb,call_minutes,message_count,days_since_last_payment,complaints_count,is_churned
CUS0007472,premium,71,114.69,0.0,466,120,26,0,0
CUS0001030, standard,25,60.54,7.25,416,50,19,1,0
CUS0006296,premium,50,91.41,2.3,983,285,3,0,0
CUS0003720,premium,19,93.83,5.44,401,185,42,2,0
CUS0002477,basic,8,28.13,1.66,762,211,47,0,1
CUS0000413,premium,38,88.73,8.99,241,213,49,0,0
CUS0002029,premium,3,99.88,0.0,856,115,41,7,1
CUS0005291,basic,64,18.15,,515,295,12,0,0
CUS0007343,basic,59,25.36,17.14,585,79,43,0,0
CUS0000212,basic,11,28.41,10.33,665,81,18,8,1
CUS0004855,basic,67,,0.6,428,112,52,0,0
CUS0004979,basic,39,19.26,2.84,663,108,24,0,0
CUS0007667,standard,36,60.15,11.34,846,113,13,3,0
CUS0005257,premium,69,117.7,6.03,753,202,48,0,0
CUS0007094,standard,71,34.27,1.68,118,138,29,0,0
CUS0007123,premium,68,119.88,8.93,726,294,47,2,0
CUS0002943,standard,15,50.08,0.0,513,238,3,0,0
CUS0001617,BASIC,10,13.6,10.72,381,151,4,2,0
CUS0001601,basic,44,24.34,8.73,981,17,2,3,0
CUS0004873,basic,44,10.77,5.47,650,213,9,0,0
CUS0006073,standard,50,47.94,4.12,435,190,18,3,0
CUS0004681,premium,27,64.2,1.21,526,277,21,0,0
CUS0005279,basic,19,18.9,2.51,406,240,37,0,0
CUS0000136, premium,49,80.1,2.18,649,47,2,0,0
CUS0005959,basic,5,25.09,17.35,416,230,26,2,1
CUS0002319,STANDARD,24,35.19,9.67,117,298,13,4,0
CUS0007760,STANDARD,13,30.01,5.09,507,16,26,1,0
CUS0002317,basic,41,21.5,15.53,241,224,42,0,0
CUS0002790, standard,56,31.74,,84,120,72,0,0
CUS0003927,basic,58,17.64,7.02,862,123,3,0,0
CUS0005589,basic,51,28.11,13.91,204,148,32,3,1
CUS0006532,premium,41,,5.28,970,292,12,0,0
CUS0005666, premium,56,69.23,5.6,417,104,36,1,0
CUS0006127,basic,9,20.31,0.0,322,16,4,1,0
CUS0003705,Standard,2,42.56,10.54,348,145,10,0,1
CUS0006236,basic,17,11.71,9.63,273,297,33,0,1
CUS0006096,Basic,60,25.37,8.04,347,144,25,0,0
CUS0004766,standard,37,50.5,11.28,682,142,34,0,0
CUS0005919,basic,17,13.24,8.3,298,101,33,0,0
CUS0006428,standard,49,54.81,,948,259,41,4,1
CUS0003436,standard,34,31.63,0.0,919,229,19,2,0
CUS0001251,premium,22,82.07,5.09,403,219,29,0,0
CUS0003573,premium,47,80.98,10.68,434,237,35,0,0
CUS0007886,basic,60,17.2,10.33,870,258,21,0,0
CUS0007135, standard,18,64.15,5.04,423,14,41,0,1
CUS0003230,basic,67,24.06,4.0,140,194,11,3,0
CUS0005720,standard,7,44.48,1.63,211,273,51,1,0
CUS0001254,Premium,21,118.04,3.02,948,231,42,0,0
CUS0005990,basic,52,19.65,12.32,424,249,10,3,1
CUS0000549,standard,21,64.81,2.74,186,164,16,0,0
CUS0006526,premium,29,78.64,5.0,709,124,29,1,1
CUS0005218,STANDARD,46,43.2,4.35,256,5,40,6,1
CUS0000989,standard,63,34.64,1.56,785,186,16,1,0
CUS0001182,standard,48,,,963,163,7,1,0
CUS0002912,basic,63,22.89,5.54,893,233,35,0,0
CUS0006896,basic,45,,5.61,642,85,35,1,0
CUS0006997,basic,50,12.06,7.94,41,104,55,0,0
CUS0005725,basic,5,14.63,0.39,20,84,50,0,0
CUS0004008,standard,36,56.84,0.0,882,116,13,5,0
CUS0006984,standard,21,45.95,2.2,301,180,24,0,0
CUS0002368,standard,53,46.97,7.46,989,172,61,4,0
CUS0002153,premium,43,103.3,0.0,661,174,27,6,1
CUS0006252,premium,56,70.16,11.08,911,233,6,2,0
CUS0002758,basic,62,,15.71,965,137,40,0,0
CUS0000609,basic,64,15.2,16.0,233,44,10,7,0
CUS0005573,basic,53,25.94,12.24,56,9,33,0,0
CUS0004865,standard,28,40.98,,135,264,19,0,0
CUS0003935,basic,63,18.52,10.14,861,4,15,2,0
CUS0003390,basic,51,19.42,4.18,96,268,6,0,0
CUS0002993,premium,16,,15.29,828,21,22,0,0
CUS0004599,standard,46,36.76,14.11,230,126,4,1,0
CUS0000777,standard,33,62.76,7.73,115,112,49,1,1
CUS0002148,basic,40,12.02,11.46,503,110,13,0,0
CUS0001076,basic,42,16.01,5.29,60,275,17,1,1
CUS0000658,STANDARD,43,65.2,11.29,192,61,1,0,0
CUS0005997,standard,4,35.71,8.47,827,23,5,2,0
CUS0000187,premium,40,101.22,13.83,725,228,19,1,0
CUS0003944,basic,28,16.29,0.0,898,115,49,4,1
CUS0006838,premium,32,70.39,13.63,538,41,41,1,1
CUS0002403,premium,19,106.92,4.39,542,68,45,0,1
CUS0003415,standard,29,66.62,1.31,639,225,15,0,0
CUS0004567,standard,24,31.66,7.44,937,56,46,0,0
CUS0003484,basic,1,11.9,11.96,63,250,20,0,0
CUS0007593,basic,47,15.44,15.21,143,207,11,2,0
CUS0001552,basic,12,29.35,10.46,468,39,19,1,0
CUS0000393,standard,62,49.93,5.47,207,127,23,0,0
CUS0007364,basic,8,21.93,3.69,651,143,10,3,0
CUS0004933,standard,3,49.11,10.64,481,277,23,2,0
CUS0007728,STANDARD,2,51.16,6.91,646,121,44,3,1
CUS0000270,basic,62,20.26,7.0,603,156,33,2,0
CUS0004190,basic,2,13.98,4.63,892,96,77,0,1
CUS0007033,basic,42,13.8,10.01,211,246,19,3,1
CUS0004414,standard,58,30.02,,897,154,9,2,0
CUS0007918,basic,54,20.35,0.69,642,165,11,2,0
CUS0001586,basic,53,19.05,3.82,824,286,28,8,0
CUS0006129,standard,9,60.73,1.68,975,235,4,0,0
CUS0004777,standard,18,40.48,17.17,62,291,44,0,0
CUS0006392,premium,18,75.85,12.08,268,182,5,1,0
CUS0002729,premium,47,95.22,2.84,124,283,13,1,0
CUS0002143,premium,27,110.54,9.55,557,215,5,2,0
CUS0003648,standard,27,65.34,10.37,192,155,13,7,1
CUS0006189,basic,47,14.53,1.92,854,285,28,0,0
CUS0004318,basic,6,26.1,5.86,728,83,19,0,0
CUS0000692,Basic,30,16.61,4.88,608,125,16,3,0
CUS0002931,premium,17,,6.31,161,254,17,3,1
CUS0005020,basic,57,,4.03,576,58,27,0,1
CUS0005641,basic,26,17.93,7.54,477,253,25,2,0
CUS0000414,standard,62,52.56,10.85,864,185,19,2,0
CUS0000236,standard,10,31.06,,255,94,37,4,1
CUS0001840,premium,7,79.08,3.52,185,218,45,1,0
CUS0002129,Basic,44,20.43,14.46,267,191,6,0,0
CUS0003587,basic,58,20.28,0.0,897,135,28,1,0
CUS0002781,standard,41,31.08,0.04,613,189,69,0,1
CUS0003141,basic,28,21.32,3.54,42,267,4,1,0
CUS0001002,standard,39,37.5,5.84,605,19,14,1,0
CUS0002509,basic,26,17.29,9.36,703,130,57,0,0
CUS0006803,premium,6,107.74,7.02,184,158,16,0,0
CUS0000761,basic,13,19.02,1.9,949,10,59,3,0
CUS0004251,premium,33,114.53,19.09,430,10,2,0,1
CUS0000771,basic,20,24.13,11.06,391,91,29,0,0
CUS0002550,premium,39,91.31,3.03,233,161,5,5,0
CUS0005295,standard,49,48.23,4.78,644,215,19,0,0
CUS0003219,standard,69,63.0,7.61,303,155,18,0,0
CUS0002231,basic,16,12.87,3.27,712,202,34,0,0
CUS0002049,premium,57,117.05,4.58,521,293,11,1,0
CUS0000132,basic,15,24.16,6.72,613,144,14,0,0
CUS0005013,premium,13,,8.66,375,37,15,0,0
CUS0000591,standard,32,53.13,5.05,396,119,20,1,0
CUS0002713,standard,1,66.31,7.26,864,172,5,0,0
CUS0007849,BASIC,3,29.84,13.21,601,33,22,1,0
CUS0003313,premium,15,90.92,9.04,784,260,36,0,0
CUS0005527,standard,7,52.32,10.9,348,176,22,0,1
CUS0000386,basic,15,14.37,8.07,27,294,38,0,0
CUS0001558,premium,2,75.8,0.0,900,251,10,3,0
CUS0006569,standard,15,68.21,17.37,873,118,20,1,0
CUS0004240,basic,28,20.8,5.04,282,90,20,1,1
CUS0004622,basic,7,12.07,6.65,730,127,22,2,0
CUS0003118,premium,26,65.63,0.0,96,204,2,2,0
CUS0006770,basic,16,20.1,21.1,583,152,3,0,0
CUS0004667, basic,39,28.66,4.25,315,222,34,1,1
CUS0003320,premium,71,68.53,11.18,469,81,34,3,0
CUS0007204,STANDARD,55,,8.26,774,26,33,1,0
CUS0005961,basic,9,27.08,2.86,486,29,15,1,0
CUS0004362,basic,23,14.12,16.89,201,66,58,0,0
CUS0002816,standard,21,56.83,6.62,864,36,13,0,0
CUS0007995,basic,52,18.95,11.43,585,245,31,0,0
CUS0005985,premium,45,69.55,1.69,271,103,31,1,0
CUS0001223,premium,38,102.72,9.05,871,146,4,0,0
CUS0000619,standard,26,48.93,17.58,543,77,23,2,0
CUS0005053,standard,41,67.0,0.0,284,47,28,0,0
CUS0007991,basic,24,27.55,5.58,444,263,5,1,0
CUS0006841, standard,16,40.51,10.21,5,50,39,0,0
CUS0001373,Basic,45,28.86,1.48,773,142,62,0,1
CUS0007655,basic,55,29.3,15.2,920,86,19,0,0
CUS0003251,basic,2,22.32,7.97,189,190,30,0,0
CUS0005694,standard,54,32.29,2.34,466,78,16,1,0
CUS0001344,premium,31,89.4,0.0,458,148,46,0,0
CUS0007717,basic,2,27.77,15.09,973,45,12,0,0
CUS0003836,standard,4,54.68,14.67,430,40,0,0,0
CUS0001716,standard,43,62.46,11.6,261,14,13,0,0
CUS0002823,standard,66,64.77,15.27,600,251,35,2,0
CUS0003366,Basic,43,28.1,11.99,701,133,20,0,0
CUS0003659,standard,71,61.22,,86,294,25,0,0
CUS0000342,premium,13,63.73,15.85,12,81,15,1,0
CUS0004580,STANDARD,56,49.18,12.51,928,163,23,0,0
CUS0002084,standard,58,33.08,2.83,673,189,29,2,1
CUS0004590,basic,51,25.09,7.84,869,293,24,0,0
CUS0004612,basic,14,16.0,7.29,929,55,38,0,0
CUS0004776,basic,23,28.83,1.81,594,300,45,0,0
CUS0001458,premium,48,106.69,6.02,643,267,31,0,0
CUS0002431,basic,28,25.2,9.67,538,10,17,1,0
CUS0003337,premium,10,61.87,4.15,692,286,25,0,0
CUS0006360,basic,34,27.7,7.94,950,99,19,1,0
CUS0005782,basic,20,10.05,4.96,461,137,10,1,0
CUS0007017,basic,34,11.92,8.23,251,153,35,0,0
CUS0001625,STANDARD,67,49.72,3.34,332,262,5,0,0
CUS0006270,premium,48,109.24,6.61,894,208,5,0,0
CUS0003651,premium,25,85.75,6.34,909,48,1,0,0
CUS0004584,standard,36,44.06,0.0,25,287,7,1,0
CUS0001743,basic,10,13.54,4.89,353,249,56,7,0
CUS0002536,standard,20,45.79,0.0,56,257,33,1,0
CUS0006079,basic,60,,,125,27,4,1,0
CUS0004867,standard,43,59.73,8.54,310,281,10,1,0
CUS0002389,standard,6,44.19,12.25,47,27,15,5,1
CUS0007674,premium,52,112.78,15.46,522,95,9,1,0
CUS0000970,basic,33,24.64,7.71,453,259,7,3,0
CUS0001009,premium,34,70.92,12.76,776,200,1,0,0
CUS0006389,basic,56,15.37,11.0,857,299,30,1,0
CUS0004354,basic,41,14.03,19.08,624,179,15,0,0
CUS0003340,standard,52,50.72,3.14,675,98,62,0,0
CUS0002499,basic,43,15.81,12.98,888,119,31,2,0
CUS0000807,premium,31,95.66,10.9,480,257,12,0,1
CUS0005060,Basic,26,27.5,4.57,798,86,39,4,1
CUS0000160,standard,46,36.95,1.98,442,217,60,1,0
CUS0004877,basic,54,26.15,5.36,206,152,23,0,0
CUS0002324,standard,12,60.93,17.13,393,196,61,1,0
CUS0006459,standard,12,67.37,5.71,708,135,34,0,0
CUS0004207,basic,23,13.91,0.0,576,32,26,1,1
CUS0005553,premium,50,103.16,5.18,349,222,17,0,0
CUS0003726,premium,12,108.54,0.0,372,261,28,2,1
CUS0003724,basic,25,29.43,7.81,776,175,32,0,0
CUS0005864,Premium,69,113.62,6.64,777,40,17,0,0
CUS0003549,basic,9,27.56,17.64,390,195,32,1,0
CUS0000718, basic,6,27.0,11.4,303,101,27,1,0
CUS0004394,basic,49,23.37,19.98,256,237,17,3,0
CUS0002951,premium,62,67.61,11.5,827,230,60,4,0
CUS0001411,standard,45,55.4,0.13,698,12,8,5,0
CUS0000732,BASIC,3,25.51,4.22,305,257,12,0,0
CUS0002181,basic,40,22.5,14.25,616,276,55,2,1
CUS0006981,standard,2,64.27,3.96,631,277,10,1,0
CUS0006973,premium,28,91.91,6.48,917,140,3,0,0
CUS0007785,basic,5,29.61,3.46,472,47,53,1,1
CUS0001895,premium,30,119.44,19.39,233,91,5,1,0
CUS0001706,standard,37,53.09,8.84,455,103,44,0,0
CUS0001730,basic,4,20.71,14.06,271,225,31,3,0
CUS0002426,basic,47,27.1,10.07,636,60,27,1,1
CUS0005195,basic,8,22.89,12.38,159,62,3,0,0
CUS0001064,basic,22,29.78,8.02,499,88,26,1,0
CUS0005885,basic,65,26.59,11.38,312,258,25,2,0
CUS0002331,standard,28,56.63,2.8,992,184,43,0,0
CUS0005229,standard,1,47.44,7.52,186,229,47,0,0
CUS0006078,basic,19,15.74,9.48,118,127,32,0,0
CUS0007510,standard,27,52.08,,794,162,0,0,0
CUS0001236,STANDARD,47,30.14,18.41,949,103,18,3,0
CUS0004129,standard,12,57.13,1.94,640,206,21,6,1
CUS0004296,standard,45,65.74,9.31,486,112,47,1,0
CUS0003980,basic,59,20.48,13.27,781,266,21,2,0
CUS0005530,standard,59,59.83,10.05,77,44,4,1,0
CUS0003661,standard,12,,0.4,788,184,8,2,0
CUS0006304,premium,58,100.37,4.03,741,90,34,3,0
CUS0000455,standard,47,32.1,,599,200,5,0,0
CUS0001044,BASIC,56,14.42,8.44,890,151,40,1,0
CUS0002354,BASIC,11,23.57,10.63,551,270,26,0,0
CUS0002476,basic,69,14.65,10.02,21,42,67,2,0
CUS0000797,basic,15,15.22,4.87,174,63,21,4,0
CUS0000310,basic,72,11.51,2.98,529,299,15,0,1
CUS0005426,basic,3,21.2,0.0,393,177,0,0,0
CUS0002840,standard,22,49.68,0.0,34,240,5,0,0
CUS0003998,basic,11,20.46,2.1,313,280,16,0,0
CUS0002408,basic,3,10.58,5.18,629,264,26,0,0
CUS0001266,basic,12,20.49,5.68,623,196,31,5,1
CUS0001910,standard,68,69.21,1.95,173,290,25,0,0
CUS0005158,standard,5,46.25,7.71,625,34,32,2,0
CUS0005832, premium,24,86.43,9.24,314,200,25,0,0
CUS0004407,Premium,72,79.88,11.51,576,155,25,0,0
CUS0007175,basic,54,20.36,,270,104,22,2,0
CUS0005460,basic,43,16.74,0.0,470,233,26,3,1
CUS0006137,basic,37,11.46,12.51,358,47,13,0,0
CUS0002546,basic,4,16.9,0.99,427,222,43,0,1
CUS0005068,basic,29,25.74,26.36,385,36,6,6,0
CUS0002687,basic,28,14.7,9.78,661,184,30,0,0
CUS0003084,basic,40,11.57,4.87,150,121,7,1,0
CUS0003826,premium,10,86.86,0.0,430,0,21,2,0
CUS0005109,basic,49,22.03,9.57,831,158,1,4,0
CUS0000004,standard,51,49.62,11.84,682,91,15,1,0
CUS0002685,basic,66,28.85,0.0,621,213,10,1,0
CUS0006610,basic,30,13.52,6.38,443,73,7,3,1
CUS0004018,BASIC,42,,8.53,98,191,8,0,0
CUS0007458,basic,12,28.24,4.78,707,221,1,0,0
CUS0007648,premium,32,88.09,4.95,0,259,19,0,0
CUS0007884,premium,12,69.68,10.81,901,251,56,0,0
CUS0007428,basic,37,24.06,5.03,89,79,20,0,0
CUS0007562,standard,47,45.03,2.93,452,62,16,2,1
CUS0001545,premium,12,60.49,19.24,954,291,46,0,0
CUS0003458,basic,11,12.0,8.56,48,210,22,1,0
CUS0006111,premium,47,84.01,15.58,668,199,23,0,0
CUS0006005,BASIC,38,29.68,,173,91,12,2,0
CUS0006443,PREMIUM,38,68.9,3.75,668,126,38,1,0
CUS0000831,basic,44,28.92,0.0,114,48,7,2,0
CUS0007830,basic,33,10.36,10.98,651,297,26,1,0
CUS0004216,basic,5,29.46,4.25,821,21,1,1,0
CUS0007508,standard,68,45.21,7.48,912,278,3,1,0
CUS0002466,standard,49,66.93,14.74,785,155,4,1,0
CUS0001838,premium,18,117.21,8.72,269,212,17,0,0
CUS0000179,standard,22,46.26,0.0,950,24,3,1,0
CUS0007858,basic,4,19.96,3.57,324,133,31,0,0
CUS0000278,standard,56,61.92,8.77,513,186,56,1,0
CUS0000184,basic,50,11.77,12.3,398,265,5,2,1
CUS0007258,standard,9,67.11,11.76,276,112,42,1,0
CUS0001444,premium,4,104.35,9.38,952,57,9,5,0
CUS0006932,standard,3,33.36,0.98,518,14,28,2,0
CUS0006977,basic,72,28.8,2.99,857,137,21,0,0
CUS0005638,basic,46,15.6,8.81,752,72,21,0,0
CUS0005913,basic,50,18.64,10.93,112,188,64,0,0
CUS0007158,Basic,3,24.93,10.94,263,69,17,0,0
CUS0005380,standard,68,56.35,13.97,429,172,37,0,0
CUS0002463,premium,55,63.29,14.59,849,295,47,3,0
CUS0000242,basic,54,15.56,8.85,25,179,11,0,0
CUS0007338,standard,60,59.2,23.18,785,111,20,0,0
CUS0001209, basic,22,22.75,5.74,178,166,24,6,1
CUS0000102,basic,64,18.46,,330,28,10,1,0
CUS0003923,premium,17,99.23,14.37,896,238,19,1,0
CUS0006227,premium,27,111.07,1.68,109,101,23,4,0
CUS0004857,standard,45,48.36,4.91,211,246,45,0,0
CUS0007597,basic,49,29.74,3.26,335,227,35,3,0
CUS0003477,basic,14,19.01,18.68,809,239,0,0,0
CUS0001355,basic,71,13.19,20.75,206,139,21,2,0
CUS0002054,standard,16,68.46,7.72,199,69,4,1,0
CUS0005043,basic,50,12.08,9.29,662,171,1,1,0
CUS0007715,premium,72,66.68,6.32,276,70,27,3,0
CUS0002975,standard,42,62.29,11.84,322,177,25,0,0
CUS0000922,basic,65,18.43,13.02,903,239,18,3,0
CUS0004893,basic,68,17.15,9.84,582,136,11,7,1
CUS0000730,premium,47,84.03,13.9,296,39,22,3,0
CUS0003961,standard,44,53.64,0.0,876,258,10,0,0
CUS0003124,basic,45,26.01,8.02,613,255,27,0,1
CUS0001412,basic,55,25.07,,342,11,7,0,0
CUS0003512,standard,24,43.73,,303,29,21,1,1
CUS0006672,basic,65,11.64,,478,265,19,5,0
CUS0000599,standard,22,67.44,6.11,814,144,31,0,0
CUS0000315,standard,19,46.18,6.52,691,111,43,0,0
CUS0003096,basic,21,14.93,13.27,199,44,1,0,0
CUS0001923,basic,15,14.97,,658,69,18,0,0
CUS0000579,basic,24,29.03,2.18,891,12,2,4,1
CUS0000832,PREMIUM,25,73.4,18.65,841,191,50,1,0
CUS0004978,basic,10,17.54,0.67,869,94,12,0,0
CUS0001321,basic,23,25.74,0.0,144,266,32,2,0
CUS0000557,basic,59,28.09,5.67,385,213,58,2,0
CUS0004184,basic,66,15.08,10.02,600,295,23,1,0
CUS0003481,basic,65,22.87,12.43,269,219,35,1,0
CUS0007160,standard,18,62.86,5.99,420,98,24,0,0
CUS0005557,basic,46,22.8,10.85,866,179,1,4,0
CUS0001131,basic,42,19.27,10.62,268,16,30,0,0
CUS0005164,basic,44,19.79,2.48,837,8,13,2,1
CUS0006482,basic,62,29.34,13.97,263,137,15,1,0
CUS0005598,premium,64,116.77,9.61,928,300,16,0,0
CUS0001697,standard,23,56.38,9.91,425,184,14,0,0
CUS0006547,standard,38,54.73,13.7,519,134,6,1,0
CUS0001014,basic,66,27.1,13.1,32,228,16,0,0
CUS0007389,STANDARD,19,69.69,0.39,61,147,29,0,0
CUS0007321,standard,21,34.79,8.88,72,131,4,0,0
CUS0004998,premium,69,93.23,15.87,738,266,67,0,0
CUS0002152,basic,71,18.85,,946,139,23,2,0
CUS0002756,Basic,47,22.22,,217,295,14,0,0
CUS0003576,basic,59,25.73,5.2,943,15,0,0,0
CUS0000424,basic,62,18.36,20.84,317,240,25,1,0
CUS0005815,Basic,60,18.87,2.29,505,129,25,1,0
CUS0007356,basic,42,21.46,5.45,943,76,36,0,0
CUS0005471,basic,35,21.29,1.16,547,232,25,2,0
CUS0003016,basic,35,18.81,1.35,43,208,44,0,0
CUS0001862,Standard,48,56.18,13.43,379,145,38,0,1
CUS0002784,standard,28,48.79,3.04,447,254,12,1,0
CUS0006080,basic,41,13.8,,745,68,38,4,1
CUS0000827,basic,16,17.71,14.97,361,227,38,1,0
CUS0002898,basic,33,12.99,9.83,827,73,29,0,0
CUS0004763,basic,3,23.85,9.34,989,274,1,1,0
CUS0000043,basic,24,26.34,8.53,812,168,6,1,0
CUS0006614,basic,22,,18.12,612,41,6,0,0
CUS0006580,premium,48,79.07,10.46,177,22,15,4,0
CUS0006797,standard,52,37.9,3.02,436,276,11,2,0
CUS0002508,standard,37,41.63,15.05,306,175,14,3,0
CUS0000048,basic,20,11.23,,762,187,19,2,0
CUS0000499, standard,64,59.23,18.77,449,6,30,4,0
CUS0002712,standard,50,32.22,0.33,800,15,24,2,0
CUS0006090,premium,6,103.04,11.99,559,76,11,0,0
CUS0003527,basic,61,27.51,0.0,448,18,22,0,0
CUS0001822,basic,33,20.33,11.67,461,239,28,0,0
CUS0006036,BASIC,63,17.03,,828,179,31,0,0
CUS0006155,basic,69,20.42,1.68,589,18,10,6,0
CUS0006423,basic,38,12.32,0.0,949,211,30,0,0
CUS0003847,basic,61,10.32,0.0,8,290,37,0,0
CUS0007741,Premium,63,95.26,0.0,312,100,51,0,0
CUS0007274,basic,33,15.62,0.0,264,263,17,0,0
CUS0005221,premium,40,74.96,4.87,708,122,1,1,0
CUS0001173,premium,48,83.56,13.17,847,87,56,0,0
CUS0005026,BASIC,17,15.42,1.19,258,202,57,5,1
CUS0003768,basic,2,14.3,13.94,747,243,12,1,0
CUS0001364,standard,3,63.1,4.48,316,258,34,0,0
CUS0006075,basic,33,21.12,11.04,563,251,11,0,0
CUS0004395,basic,11,23.0,3.33,332,45,60,0,0
CUS0007713,basic,58,10.98,8.47,772,295,49,2,0
CUS0004901,BASIC,68,18.63,6.09,151,66,47,0,0
CUS0005510,basic,6,20.48,13.47,458,278,2,1,0
CUS0004650,standard,6,51.42,18.95,543,90,8,3,0
CUS0003476,basic,36,29.64,4.22,427,144,29,4,0
CUS0001789,basic,55,14.51,18.66,151,204,34,3,0
CUS0000417,premium,69,97.83,2.4,999,53,59,3,0
CUS0002432,standard,50,61.85,1.28,680,203,9,0,0
CUS0007776,standard,24,30.54,4.04,740,153,31,0,0
CUS0001445,standard,48,36.48,13.91,257,154,34,1,1
CUS0004544,premium,11,72.87,9.08,504,158,64,5,1
CUS0001864,standard,7,65.4,0.0,483,272,12,0,1
CUS0006670,standard,9,53.84,0.0,1,36,23,4,0
CUS0002680,basic,30,24.09,11.73,434,276,56,2,1
CUS0005673,premium,45,86.03,3.88,363,233,37,1,0
CUS0006658,standard,4,58.08,6.31,900,181,18,4,0
CUS0002287,basic,72,17.06,14.96,986,182,34,4,1
CUS0000412,standard,20,34.62,1.73,979,288,54,0,0
CUS0002838,basic,33,25.5,12.08,770,273,10,3,0
CUS0001089,basic,13,14.67,2.82,208,161,34,0,1
CUS0000130,standard,70,40.37,4.74,207,227,30,5,0
CUS0005664,standard,10,47.57,,850,93,16,0,0
CUS0000302,standard,27,52.49,16.3,181,249,7,8,0
CUS0007100,standard,50,46.01,13.9,625,193,33,5,0
CUS0005266,standard,11,66.55,12.99,536,213,47,1,0
CUS0007551,standard,56,45.11,0.0,34,262,90,0,0
CUS0006808,Basic,50,20.68,19.17,344,46,30,0,0
CUS0001516,basic,24,16.4,7.61,603,209,11,0,0
CUS0004335,premium,37,107.44,4.34,812,174,4,0,0
CUS0004910,basic,25,26.15,12.74,469,203,49,1,0
CUS0006480,Standard,24,55.55,6.22,720,14,50,1,1
CUS0006444,basic,63,11.31,9.44,845,103,50,2,0
CUS0005256,basic,4,29.69,,692,82,13,0,0
CUS0002554,standard,15,,8.31,789,286,22,0,0
CUS0003926,basic,18,24.98,7.74,890,165,19,0,0
CUS0003611,premium,24,65.72,13.59,761,236,56,0,0
CUS0002451,standard,69,56.6,0.76,924,289,5,1,0
CUS0002482,basic,12,21.45,17.99,449,266,1,1,0
CUS0005696, basic,30,15.0,3.31,560,245,17,1,0
CUS0003793,basic,50,23.65,10.34,324,123,67,0,0
CUS0000493,premium,27,112.07,8.24,305,179,2,3,0
CUS0003078,premium,66,100.25,9.24,163,140,10,0,0
CUS0001815,basic,19,21.59,6.99,606,263,79,4,1
CUS0003385,standard,70,60.82,7.59,670,160,24,2,0
CUS0006615,Basic,19,,4.56,755,299,13,4,0
CUS0001109,standard,39,32.31,0.0,884,225,24,0,0
CUS0003082,premium,71,98.99,9.08,567,64,8,0,0
CUS0001646,basic,69,21.66,8.15,352,223,43,1,0
CUS0001926,basic,35,18.53,0.0,393,90,28,2,0
CUS0003129,PREMIUM,10,63.98,10.88,557,39,2,0,0
CUS0001214,standard,51,59.21,3.93,882,251,54,0,0
CUS0006733,basic,18,10.4,,459,257,21,3,0
CUS0006299,standard,33,31.62,15.71,808,178,0,0,0
CUS0007739,standard,53,57.2,13.78,487,216,27,0,0
CUS0004221,standard,22,39.91,2.89,386,62,26,0,0
CUS0000405,basic,48,20.69,10.49,763,135,41,0,0
CUS0001414,basic,6,13.18,13.34,325,245,65,1,1
CUS0004688,STANDARD,31,60.34,9.18,168,16,2,1,0
CUS0007390,premium,20,108.35,5.78,383,91,12,1,0
CUS0007489,standard,56,43.06,13.34,587,218,5,2,0
CUS0007409,standard,64,61.71,12.89,660,114,37,0,0
CUS0006834, basic,62,22.38,12.33,622,63,18,0,0
CUS0000543,standard,54,37.86,13.67,688,179,17,0,0
CUS0006956,premium,4,61.29,7.09,260,227,29,1,1
CUS0005399,premium,20,98.51,5.61,418,51,5,3,0
CUS0006982,basic,28,23.35,7.54,849,284,12,0,1
CUS0004579,premium,55,109.42,0.0,41,265,17,3,0
CUS0000873,standard,23,,8.15,219,166,27,0,0
CUS0001609,standard,17,39.64,4.57,838,229,29,0,1
CUS0000498,basic,35,24.02,2.23,166,146,6,3,1
CUS0007470,premium,36,104.1,16.79,869,164,3,7,0
CUS0004252,basic,40,27.83,4.54,882,34,31,3,0
CUS0005927,basic,25,21.23,15.68,731,57,24,0,0
CUS0002527,basic,58,11.02,6.13,650,180,52,5,1
CUS0006602,basic,9,27.31,11.18,69,74,30,3,1
CUS0003011,premium,22,84.48,0.0,945,13,31,0,0
CUS0002400,premium,59,103.48,12.25,263,245,20,2,0
CUS0007507,basic,30,25.86,13.11,115,161,25,0,0
CUS0000924,premium,19,91.28,6.98,928,162,33,1,0
CUS0005498,basic,32,28.19,1.91,89,48,48,0,0
CUS0007462,basic,64,20.6,0.0,98,291,17,3,0
CUS0004863,basic,33,16.71,15.97,477,184,5,0,0
CUS0004244,basic,10,25.81,9.47,731,105,5,2,0
CUS0000131,basic,66,11.35,4.15,811,113,35,1,1
CUS0002521,standard,11,31.69,4.73,553,63,0,0,0
CUS0007430,STANDARD,42,45.68,5.7,117,280,58,0,1
CUS0006193,premium,52,61.3,3.95,381,13,22,0,0
CUS0005722,basic,48,22.3,11.9,277,55,27,0,0
CUS0005977,basic,8,25.08,12.24,714,186,32,0,1
CUS0005128,premium,59,76.58,13.32,13,137,58,1,0
CUS0005974,basic,65,10.6,12.35,1,266,11,1,0
CUS0006402,premium,31,91.43,5.65,53,54,14,5,0
CUS0001287,premium,4,78.1,13.76,21,277,15,0,0
CUS0001273,basic,26,14.22,12.84,776,211,25,1,0
CUS0005004,basic,27,13.01,17.14,995,174,66,0,0
CUS0005371,standard,63,43.96,10.59,970,11,22,0,0
